Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
South Sudan,353.708,346.351,339.166,332.129,326.501,319.981,313.486,306.99,300.467,294.009,287.71,280.95,273.465,265.586,257.804,249.899,242.816,237.039,232.073,226.994,222.033,216.568,210.206,203.278,196.502,189.729,183.086,176.706,170.495,164.312,158.287,152.017,145.319,138.459,131.811,125.212,119.452,114.934,111.27,107.672,104.305,100.862,97.115,93.225,89.569,86.051,82.713,79.607,76.671,73.795,71.005,68.2,65.314,62.399,59.563,56.776,54.074,51.479,48.97,46.531,44.208,41.802,39.223,36.59,34.051,31.501,29.429,28.069,27.163,26.241,25.426,24.326,22.705,20.76,18.938,17.168,15.434,13.778,12.199,10.647,9.13,7.762,6.59,5.58,4.635,3.767,3.017,2.394,1.881,1.398,1.039,0.809,0.594,0.388,0.246,0.186,0.145,0.101,0.052,0.022,0.024
South-Eastern Asia,10957.51,11168.855,11319.731,11416.977,11553.751,11508.782,11445.491,11369.225,11285.347,11191.066,11083.61,11009.002,10988.86,11004.139,11013.126,11022.932,11030.189,11028.635,11020.722,11012.126,10998.084,10985.766,10978.103,10968.093,10954.944,10949.792,10890.716,10750.332,10562.151,10375.435,10166.39,10035.829,10034.439,10109.062,10164.786,10231.301,10215.06,10063.37,9826.232,9601.657,9364.422,9170.925,9057.303,8991.66,8906.243,8814.916,8701.88,8552.563,8377.115,8201.204,8020.834,7827.9,7621.295,7403.337,7176.383,6938.69,6700.548,6466.903,6232.695,5991.068,5747.186,5480.871,5182.611,4864.026,4549.33,4237.382,3927.537,3623.124,3327.066,3037.124,2751.556,2498.088,2289.629,2114.531,1946.578,1789.021,1644.103,1509.655,1384.358,1270.08,1167.653,1061.919,945.879,825.882,715.027,610.396,516.625,437.24,369.48,301.174,246.907,207.239,164.487,118.504,86.153,70.733,58.146,43.799,27.699,17.828,35.718
Southern Africa,1332.579,1352.122,1365.19,1372.288,1366.425,1366.243,1361.26,1351.924,1338.682,1322.938,1306.094,1283.828,1254.69,1221.981,1189.965,1157.188,1133.619,1124.469,1125.428,1126.244,1128.091,1133.49,1142.385,1153.597,1165.073,1176.091,1187.22,1198.161,1207.548,1214.822,1220.722,1217.213,1200.421,1173.791,1145.948,1116.732,1081.273,1038.529,991.369,943.171,892.607,849.457,818.735,796.186,772.636,750.032,726.487,700.18,672.476,646.482,621.469,597.767,575.807,555.162,534.859,514.965,495.668,476.923,458.591,440.503,422.61,404.655,386.468,368.05,349.927,332.419,313.307,291.674,268.721,246.341,223.877,204.186,188.793,176.298,163.875,152.211,140.021,126.416,112.154,98.908,86.379,74.675,64.029,54.337,45.222,36.707,29.275,23.101,17.995,12.847,9.021,6.887,4.924,3.074,1.707,1.133,0.869,0.583,0.27,0.085,0.067
Southern African Development Community (SADC),11329.149,11138.806,10940.933,10735.928,10527.581,10311.704,10089.942,9862.458,9629.422,9393.468,9157.238,8908.552,8642.654,8367.113,8095.0,7824.603,7565.546,7324.258,7097.689,6874.789,6655.853,6455.193,6278.211,6118.649,5963.471,5813.622,5668.781,5526.933,5387.128,5251.042,5119.076,4979.681,4827.502,4667.123,4509.356,4353.065,4195.683,4037.364,3879.413,3722.823,3567.168,3418.26,3279.052,3147.248,3018.031,2892.842,2769.594,2646.928,2526.404,2410.168,2296.848,2192.121,2098.717,2013.509,1930.649,1851.323,1771.955,1690.191,1607.621,1528.183,1451.069,1375.633,1301.945,1229.931,1159.584,1091.066,1023.636,956.979,891.519,827.958,766.081,706.838,650.757,597.388,545.924,496.735,448.793,401.575,355.722,312.438,271.55,233.569,198.896,167.359,138.174,111.246,88.078,69.24,54.002,39.128,28.214,21.753,15.737,10.006,5.943,4.266,3.319,2.287,1.154,0.47,0.553
Southern Asia,36202.054,35600.506,35188.934,34943.809,34638.579,34810.13,35034.17,35291.589,35563.296,35855.829,36175.705,36375.691,36385.425,36262.697,36138.463,35989.895,35816.533,35632.365,35432.738,35201.599,34945.258,34671.362,34383.15,34082.763,33760.914,33409.638,33085.564,32812.81,32561.659,32277.341,31969.67,31605.05,31160.832,30650.538,30124.617,29590.109,28962.721,28211.071,27379.872,26544.615,25689.467,24887.91,24183.99,23547.322,22899.696,22252.199,21634.989,21053.798,20498.49,19950.996,19412.295,18873.816,18328.601,17777.625,17230.574,16687.589,16125.247,15533.501,14921.932,14307.907,13685.227,13071.682,12476.999,11890.914,11304.268,10731.893,10110.031,9410.218,8669.478,7948.826,7230.692,6589.32,6066.136,5626.062,5192.239,4779.594,4378.428,3976.055,3580.319,3213.049,2871.426,2542.723,2223.269,1917.658,1633.411,1368.15,1131.607,929.112,755.892,583.023,445.872,360.093,277.107,195.546,138.644,109.145,87.642,64.794,40.608,24.989,51.75
Southern Common Market (MERCOSUR),4503.181,4542.732,4572.971,4595.347,4641.569,4635.671,4630.369,4626.793,4626.065,4625.835,4623.746,4638.342,4677.715,4732.547,4784.939,4837.888,4883.166,4914.666,4935.652,4957.147,4978.942,4987.973,4979.474,4959.387,4937.842,4912.122,4892.931,4886.402,4887.489,4882.615,4871.637,4865.235,4866.441,4869.262,4866.261,4860.818,4832.546,4771.13,4686.078,4600.117,4512.198,4413.29,4302.318,4184.852,4065.489,3940.855,3837.303,3767.65,3719.945,3667.997,3615.338,3561.759,3503.97,3441.795,3380.024,3319.702,3243.341,3143.345,3027.565,2911.211,2790.984,2674.898,2568.402,2467.494,2363.369,2258.546,2150.437,2037.123,1920.933,1806.901,1694.945,1584.129,1474.797,1368.01,1263.464,1159.997,1067.217,989.494,922.21,857.115,796.731,733.094,661.674,586.701,516.682,449.621,389.349,338.524,294.972,251.103,217.41,187.415,151.814,110.898,81.689,67.9,55.787,41.71,25.675,16.326,28.965
Southern Europe,1220.232,1254.091,1288.588,1323.176,1335.396,1379.997,1420.662,1456.943,1488.382,1517.026,1544.905,1559.14,1554.333,1537.473,1520.493,1500.435,1489.468,1494.678,1510.527,1524.631,1539.754,1554.294,1566.289,1577.451,1591.75,1608.782,1627.635,1648.389,1671.531,1697.11,1724.669,1757.941,1798.646,1845.008,1891.835,1938.109,1990.85,2052.392,2118.32,2181.773,2243.941,2296.671,2335.132,2362.28,2387.036,2408.972,2419.917,2417.122,2404.31,2386.919,2362.631,2342.089,2330.767,2323.298,2310.54,2296.309,2268.32,2220.186,2158.922,2098.183,2035.529,1977.025,1927.166,1883.346,1836.408,1785.7,1744.404,1717.372,1697.928,1677.149,1659.987,1623.209,1555.377,1468.486,1383.962,1295.072,1223.039,1179.792,1153.992,1122.95,1091.941,1050.368,990.92,919.488,850.656,783.175,711.121,633.54,553.383,467.186,395.523,341.769,277.252,201.981,149.065,125.615,103.401,75.715,42.557,24.238,33.514
Spain,389.071,395.76,404.555,414.953,411.842,432.086,450.617,467.032,480.928,493.573,506.233,510.163,501.625,485.224,469.003,450.996,438.622,436.275,440.53,443.668,447.359,450.865,453.09,454.935,458.81,464.718,470.848,476.697,483.276,491.535,500.604,515.444,538.403,566.972,594.959,622.001,652.353,686.993,723.042,757.51,792.033,815.052,820.836,814.644,807.993,799.212,788.64,777.807,766.575,752.713,736.006,722.714,715.523,711.721,706.221,700.412,690.511,674.241,653.635,633.659,614.107,592.701,569.064,544.537,519.985,494.201,475.071,466.281,463.94,460.575,457.809,451.462,438.746,421.694,405.814,390.815,372.987,351.294,327.555,303.574,277.747,258.748,250.683,249.083,246.213,244.626,235.612,214.376,185.512,155.765,131.04,113.392,91.852,66.359,48.324,40.084,32.862,24.229,14.184,8.251,12.31
Sri Lanka,336.646,335.322,334.878,335.164,335.458,337.482,339.534,341.496,343.248,344.764,346.012,346.434,345.733,344.057,342.139,340.177,336.47,330.357,322.758,315.167,307.18,300.648,296.611,294.227,291.849,290.081,287.618,283.732,279.292,275.542,271.812,270.92,274.26,280.317,285.913,291.358,296.487,300.791,304.155,307.545,311.449,311.316,305.191,295.324,285.648,275.051,267.461,265.122,266.087,266.149,266.135,265.316,262.901,259.399,256.037,252.483,248.778,245.04,241.067,236.763,232.403,226.538,218.516,209.13,199.513,189.072,180.339,174.569,170.414,165.66,161.214,153.822,141.788,126.89,112.624,98.325,85.491,75.23,66.848,58.407,50.132,43.225,38.038,34.11,30.636,27.787,24.873,21.472,17.878,14.528,12.03,10.15,7.952,5.453,3.656,2.859,2.294,1.638,0.892,0.439,0.548
State of Palestine,135.302,137.666,138.912,139.154,139.284,137.342,134.912,132.084,128.947,125.58,122.061,118.533,115.109,111.844,108.573,105.192,102.746,101.694,101.542,101.258,100.956,100.541,99.831,98.816,97.809,96.911,94.936,91.376,86.798,82.286,77.636,73.407,69.991,67.142,64.181,61.193,58.577,56.45,54.661,52.968,51.437,49.779,47.83,45.729,43.751,41.817,40.081,38.641,37.396,36.137,34.898,33.617,32.238,30.788,29.387,28.058,26.543,24.74,22.786,20.898,19.013,17.411,16.246,15.389,14.531,13.714,12.986,12.336,11.741,11.204,10.737,10.166,9.408,8.539,7.718,6.91,6.171,5.541,4.989,4.448,3.935,3.435,2.936,2.454,2.01,1.596,1.246,0.979,0.775,0.577,0.429,0.337,0.249,0.163,0.107,0.085,0.066,0.047,0.024,0.011,0.011
Sub-Saharan Africa,34997.451,34315.465,33627.905,32935.052,32288.078,31576.545,30863.037,30147.262,29428.924,28710.822,27995.752,27267.957,26520.984,25763.797,25013.203,24267.472,23533.496,22816.948,22116.316,21425.133,20745.552,20083.541,19441.69,18819.479,18211.09,17614.46,17047.987,16519.221,16018.664,15528.073,15049.659,14576.755,14103.747,13632.362,13172.639,12725.728,12269.745,11795.824,11314.258,10843.434,10378.678,9936.105,9525.307,9138.513,8759.396,8392.446,8031.061,7670.71,7316.11,6974.668,6642.701,6333.635,6054.166,5796.765,5546.806,5306.75,5070.438,4833.19,4597.475,4370.564,4151.158,3934.796,3720.019,3508.015,3301.474,3099.923,2903.323,2711.971,2525.754,2344.574,2168.743,1997.416,1830.236,1667.864,1511.922,1362.864,1218.813,1079.268,945.636,819.536,700.285,592.82,499.611,418.529,344.272,277.156,219.492,171.605,132.254,95.114,68.527,52.452,37.794,24.086,14.611,10.752,8.394,5.804,2.933,1.228,1.396
Sudan,1300.27,1272.743,1247.138,1223.227,1202.664,1181.559,1161.361,1141.862,1122.854,1104.222,1085.852,1067.063,1047.456,1027.106,1006.584,985.896,963.774,939.685,914.148,888.332,862.143,835.377,808.097,780.454,752.942,725.952,698.121,668.98,639.52,610.794,582.102,557.63,539.412,525.414,511.618,498.887,485.339,469.651,452.789,437.047,421.967,407.394,393.477,380.12,366.956,353.921,341.645,330.361,319.723,309.253,299.17,288.393,276.375,263.65,251.294,239.088,227.447,216.687,206.591,196.573,186.689,177.276,168.423,159.982,151.751,143.806,135.734,127.32,118.758,110.475,102.41,94.559,86.971,79.648,72.549,65.692,59.166,53.015,47.223,41.733,36.556,31.752,27.343,23.315,19.605,16.199,13.228,10.743,8.668,6.69,5.185,4.172,3.174,2.173,1.488,1.179,0.938,0.671,0.375,0.189,0.264
Suriname,10.364,10.444,10.501,10.538,10.604,10.581,10.549,10.512,10.469,10.42,10.363,10.315,10.286,10.267,10.243,10.217,10.177,10.112,10.031,9.946,9.851,9.774,9.725,9.69,9.646,9.603,9.519,9.366,9.173,8.98,8.775,8.599,8.477,8.385,8.292,8.221,8.089,7.859,7.58,7.314,7.023,6.881,6.975,7.21,7.423,7.669,7.763,7.603,7.285,6.987,6.647,6.435,6.449,6.588,6.68,6.786,6.708,6.338,5.783,5.259,4.716,4.259,3.958,3.76,3.541,3.317,3.12,2.945,2.787,2.645,2.521,2.383,2.212,2.026,1.852,1.68,1.531,1.415,1.323,1.232,1.149,1.055,0.941,0.816,0.701,0.59,0.493,0.415,0.352,0.289,0.238,0.199,0.157,0.11,0.078,0.063,0.051,0.037,0.023,0.012,0.022
Sweden,120.927,120.269,119.784,119.43,117.259,118.054,118.621,118.945,119.007,118.949,118.914,118.079,116.104,113.454,111.164,109.301,107.418,105.482,103.895,102.421,100.301,102.177,110.081,121.542,132.382,143.827,151.13,151.629,147.639,144.253,140.593,137.027,134.299,132.107,129.438,126.524,124.14,122.582,121.695,120.897,120.14,120.355,121.891,124.289,126.63,128.974,131.188,133.078,134.599,136.066,137.606,137.767,135.916,132.738,129.548,126.08,123.037,120.9,119.345,117.671,116.153,114.375,112.109,109.691,107.29,104.391,103.56,105.937,110.09,113.682,117.459,118.351,114.682,107.959,101.489,94.768,87.914,81.371,75.058,68.398,61.443,55.329,50.545,46.677,42.826,39.176,35.583,31.887,28.198,24.564,21.849,19.316,16.072,12.155,9.402,8.223,6.897,5.155,2.995,1.628,2.186
Switzerland,90.044,90.346,90.22,89.737,88.579,87.611,86.52,85.374,84.239,83.129,82.061,81.35,81.164,81.418,81.817,82.371,83.431,85.13,87.31,89.611,92.018,94.696,97.66,100.78,103.923,107.132,109.935,112.083,113.767,115.327,116.584,118.003,119.811,121.702,123.384,125.205,125.514,123.55,120.224,117.171,114.027,112.061,112.06,113.448,114.593,115.491,117.595,121.356,126.019,130.436,134.913,137.746,137.993,136.386,134.739,132.86,130.074,126.278,121.777,117.076,112.191,107.409,102.962,98.86,94.643,90.121,87.097,86.332,86.931,87.328,87.957,87.254,84.323,79.924,75.764,71.556,67.328,63.278,59.35,55.262,51.042,47.137,43.735,40.671,37.621,34.678,31.646,28.4,25.066,21.638,19.042,16.725,13.693,9.983,7.352,6.227,5.144,3.795,2.179,1.198,1.66
Syrian Arab Republic,400.53,377.188,359.108,345.689,343.812,344.651,346.339,348.462,350.609,353.427,357.563,357.306,350.122,338.778,328.049,316.341,309.126,309.405,314.293,318.328,323.102,324.537,320.215,312.443,305.479,297.912,293.622,294.786,299.177,302.397,305.335,306.04,303.095,297.458,291.799,285.942,277.973,267.324,254.87,242.194,229.137,216.534,205.013,194.377,183.696,173.029,163.869,156.826,151.317,146.012,141.014,136.608,132.748,129.238,126.021,123.224,119.585,114.505,108.543,102.752,96.801,91.536,87.446,84.039,80.524,77.298,72.964,66.824,59.672,52.866,45.978,40.546,37.424,35.821,34.126,32.688,30.925,28.397,25.438,22.815,20.362,18.123,16.195,14.494,12.863,11.355,9.844,8.263,6.688,5.069,3.747,2.985,2.252,1.522,1.015,0.784,0.621,0.44,0.242,0.116,0.15
Tajikistan,272.833,273.282,271.315,267.236,262.174,254.139,245.129,235.415,225.267,214.857,204.356,194.521,185.813,178.21,170.86,163.486,159.078,158.895,161.479,164.165,167.549,169.684,169.35,167.448,165.87,163.964,162.771,162.912,163.591,163.721,163.91,161.433,154.947,145.89,137.075,127.972,119.839,113.598,108.683,103.538,98.393,94.065,90.78,88.273,86.002,84.015,82.249,80.597,79.046,77.636,76.296,74.968,73.606,72.154,70.622,69.041,66.971,64.208,60.928,57.621,54.313,50.559,46.227,41.577,36.975,32.317,28.268,25.184,22.787,20.444,18.29,16.266,14.279,12.405,10.737,9.176,8.075,7.593,7.511,7.491,7.647,7.448,6.605,5.378,4.295,3.231,2.393,1.933,1.726,1.49,1.329,1.13,0.865,0.546,0.293,0.188,0.146,0.098,0.047,0.018,0.017
Thailand,710.556,720.354,730.188,740.072,746.747,758.036,769.173,780.179,791.071,802.12,813.598,824.256,833.608,842.432,851.062,858.316,870.217,889.435,912.64,933.907,954.515,969.701,976.523,977.069,978.014,979.985,974.256,957.782,935.322,914.029,891.699,879.822,884.604,900.832,916.29,932.459,951.753,973.836,997.599,1022.177,1047.64,1069.765,1086.321,1098.652,1110.002,1119.321,1127.048,1133.591,1138.121,1139.904,1139.69,1133.211,1118.463,1097.622,1074.539,1048.056,1021.979,998.472,975.549,949.928,923.294,890.224,848.019,799.911,752.059,703.51,657.076,614.872,575.872,536.788,498.095,462.577,431.239,403.154,376.088,350.112,326.25,304.663,284.725,265.91,248.64,229.888,208.188,184.958,163.077,141.972,122.637,105.857,91.116,75.986,63.982,54.345,43.223,30.66,21.701,17.455,14.146,10.51,6.548,4.205,7.941
Timor-Leste,38.809,36.331,34.357,32.836,31.739,31.089,30.681,30.471,30.424,30.499,30.663,30.856,31.028,31.151,31.295,31.504,31.314,30.521,29.341,28.168,26.889,25.857,25.275,24.96,24.546,24.135,23.508,22.525,21.321,20.153,18.958,17.884,17.025,16.3,15.584,14.963,14.153,13.022,11.743,10.554,9.324,8.648,8.816,9.518,10.17,10.909,11.343,11.228,10.757,10.373,9.988,9.628,9.35,9.116,8.83,8.517,8.175,7.793,7.383,6.982,6.596,6.175,5.702,5.21,4.73,4.228,3.888,3.791,3.847,3.887,3.959,3.915,3.67,3.3,2.963,2.628,2.321,2.074,1.866,1.652,1.44,1.238,1.042,0.856,0.686,0.524,0.393,0.303,0.243,0.188,0.152,0.121,0.09,0.057,0.034,0.025,0.02,0.014,0.006,0.003,0.003
Togo,249.684,245.014,240.622,236.458,232.311,228.712,225.117,221.479,217.752,213.969,210.165,205.889,200.932,195.49,190.045,184.59,178.872,172.839,166.652,160.541,154.486,148.797,143.657,138.981,134.406,129.903,126.078,123.164,120.866,118.638,116.579,114.337,111.681,108.747,105.921,103.147,100.197,97.0,93.632,90.256,86.861,83.43,79.98,76.531,73.098,69.69,66.364,63.153,60.053,57.017,54.045,51.25,48.679,46.288,43.977,41.759,39.63,37.579,35.604,33.713,31.897,30.152,28.477,26.862,25.301,23.796,22.31,20.825,19.353,17.929,16.555,15.192,13.825,12.474,11.177,9.934,8.745,7.622,6.565,5.569,4.631,3.802,3.104,2.517,1.989,1.519,1.135,0.839,0.617,0.427,0.304,0.223,0.153,0.091,0.05,0.036,0.027,0.018,0.008,0.002,0.0
Tonga,2.399,2.426,2.448,2.463,2.504,2.498,2.49,2.48,2.469,2.454,2.436,2.418,2.404,2.39,2.371,2.349,2.315,2.262,2.196,2.129,2.06,1.981,1.888,1.788,1.689,1.591,1.503,1.431,1.372,1.313,1.254,1.218,1.21,1.221,1.234,1.253,1.255,1.226,1.18,1.139,1.098,1.065,1.045,1.033,1.019,1.002,0.993,0.993,0.999,1.004,1.011,1.001,0.967,0.917,0.868,0.818,0.771,0.733,0.7,0.666,0.63,0.598,0.571,0.55,0.528,0.508,0.486,0.457,0.426,0.396,0.367,0.34,0.319,0.3,0.282,0.264,0.247,0.23,0.213,0.197,0.182,0.166,0.147,0.128,0.109,0.09,0.075,0.062,0.052,0.043,0.035,0.029,0.022,0.015,0.008,0.006,0.004,0.003,0.002,0.0,0.0
Trinidad and Tobago,17.086,17.664,18.157,18.565,18.818,19.107,19.317,19.455,19.522,19.535,19.511,19.39,19.15,18.835,18.524,18.226,17.924,17.629,17.367,17.146,16.948,16.947,17.226,17.711,18.214,18.738,19.39,20.191,21.078,21.925,22.715,23.477,24.201,24.83,25.399,25.99,26.005,25.174,23.805,22.454,20.988,19.835,19.256,19.05,18.774,18.544,18.243,17.782,17.257,16.788,16.269,16.143,16.615,17.433,18.18,18.991,19.317,18.863,17.899,16.992,16.026,15.164,14.543,14.068,13.508,12.916,12.301,11.644,10.965,10.297,9.632,8.997,8.41,7.856,7.309,6.779,6.238,5.671,5.094,4.543,4.013,3.521,3.08,2.684,2.308,1.953,1.645,1.393,1.186,0.989,0.844,0.719,0.575,0.415,0.3,0.246,0.201,0.149,0.089,0.05,0.083
Tunisia,190.283,200.068,206.338,209.5,213.07,209.045,203.742,197.499,190.655,183.221,175.205,168.6,164.404,161.969,159.556,157.412,156.345,156.551,157.76,159.331,161.187,163.772,167.174,171.048,175.11,179.594,182.822,183.984,183.867,183.697,182.785,183.545,187.159,192.222,196.496,200.843,201.848,197.72,190.226,183.069,175.681,168.695,162.854,157.901,152.589,146.871,143.038,142.013,142.771,143.358,144.156,144.108,142.486,139.764,137.22,134.688,131.521,127.555,123.024,118.236,113.024,108.196,104.154,100.481,96.616,92.975,87.92,80.678,72.186,64.035,55.76,49.145,45.186,43.02,40.724,38.628,36.619,34.431,32.162,30.199,28.492,26.563,24.223,21.636,19.202,16.891,14.563,12.204,9.893,7.377,5.235,4.117,3.127,2.21,1.612,1.332,1.069,0.757,0.399,0.198,0.231
Turkey,1283.801,1312.82,1335.411,1352.254,1373.636,1374.485,1373.094,1370.022,1365.829,1360.147,1352.613,1348.401,1349.918,1354.952,1358.509,1361.136,1363.444,1365.083,1365.662,1366.221,1367.859,1362.883,1347.984,1327.185,1307.235,1286.086,1271.727,1268.594,1272.76,1275.298,1277.318,1279.815,1282.168,1283.851,1285.218,1286.505,1283.04,1272.627,1257.156,1240.85,1223.027,1203.721,1183.424,1162.034,1139.269,1115.561,1090.279,1063.207,1035.011,1006.311,976.668,949.101,925.073,903.17,880.622,858.12,834.09,807.516,779.263,751.119,722.605,694.53,667.438,640.797,613.965,587.587,559.122,527.407,493.933,461.175,428.417,398.62,373.436,351.461,329.618,308.507,287.724,266.755,245.919,226.034,206.921,188.379,170.388,152.942,136.319,120.774,104.936,88.251,71.518,53.659,39.158,31.171,23.295,15.263,9.753,7.452,5.859,4.068,2.079,1.031,1.158
Turkmenistan,121.885,131.132,137.109,140.194,145.291,140.843,135.399,129.272,122.772,115.752,108.064,102.312,99.724,99.235,98.701,98.732,98.155,96.229,93.697,91.69,89.559,89.659,93.142,98.654,103.755,109.014,112.494,113.014,111.47,110.115,108.709,106.356,102.906,98.748,94.353,89.543,85.596,83.165,81.699,80.033,78.453,76.561,74.053,71.208,68.569,65.988,63.782,62.148,60.903,59.625,58.354,57.167,56.044,54.936,53.814,52.688,51.328,49.62,47.643,45.628,43.566,41.271,38.684,35.897,33.107,30.327,27.497,24.62,21.77,19.013,16.344,13.997,12.098,10.571,9.128,7.725,6.851,6.687,6.972,7.312,7.844,7.907,7.147,5.882,4.767,3.657,2.771,2.28,2.051,1.765,1.555,1.32,1.024,0.676,0.413,0.299,0.236,0.167,0.093,0.048,0.071
UN-ECE: member countries,15238.989,15485.694,15679.117,15823.303,15810.214,15914.879,15974.546,15993.278,15975.116,15934.278,15884.967,15780.496,15604.674,15391.971,15192.743,14996.549,14880.142,14886.799,14987.112,15095.296,15212.823,15417.523,15734.469,16125.181,16515.361,16907.076,17288.03,17640.416,17958.313,18265.36,18570.878,18749.907,18747.023,18618.668,18482.002,18319.897,18153.963,18008.818,17876.808,17723.783,17554.364,17415.715,17327.247,17272.943,17221.28,17183.238,17135.312,17064.147,16985.169,16908.577,16810.062,16800.115,16927.568,17128.946,17298.383,17464.838,17507.043,17356.376,17069.383,16773.646,16446.565,16089.853,15718.087,15325.579,14892.751,14424.333,13935.499,13432.163,12911.53,12382.126,11862.967,11273.613,10581.601,9837.331,9102.002,8337.385,7738.713,7401.045,7224.909,7030.016,6869.502,6581.152,6071.513,5426.624,4824.419,4227.478,3692.994,3266.751,2915.667,2545.197,2247.635,1970.005,1610.686,1175.619,862.687,726.402,600.88,443.506,254.296,149.27,219.428
UNFPA Regions,121811.474,121430.482,120943.721,120360.086,119750.764,119000.608,118181.718,117301.803,116368.542,115399.504,114412.249,113365.13,112246.151,111092.586,109950.82,108808.12,107774.479,106908.364,106165.947,105460.977,104829.935,104195.703,103517.438,102849.076,102154.797,101285.067,100970.028,101518.975,102508.098,103327.653,104247.535,104014.426,101990.012,98805.321,95766.741,92657.395,89778.254,87425.256,85462.773,83377.344,81173.384,79568.678,78837.995,78661.678,78428.184,78239.354,77807.929,76922.261,75695.033,74492.374,73291.229,71715.373,69630.007,67194.692,64732.247,62212.277,59684.584,57217.792,54813.585,52333.759,49720.38,47514.091,45942.886,44735.908,43474.049,42336.8,40597.491,37882.778,34574.402,31416.35,28246.456,25447.612,23281.174,21554.355,19795.623,18078.45,16513.712,15102.752,13815.742,12631.408,11565.826,10471.761,9277.33,8046.917,6914.717,5851.546,4899.216,4091.196,3401.937,2704.808,2145.575,1769.922,1380.828,974.336,689.767,553.727,448.4,331.259,202.269,122.394,226.361
UNFPA: Arab States (AS),9103.641,9221.591,9263.593,9238.25,9238.075,9056.976,8847.402,8616.465,8371.277,8112.813,7842.034,7596.77,7396.418,7229.66,7063.28,6900.909,6767.044,6669.611,6599.144,6535.48,6479.325,6432.992,6394.527,6360.6,6329.052,6299.349,6259.134,6201.678,6130.12,6055.359,5976.456,5881.41,5765.713,5634.098,5497.469,5355.631,5204.68,5044.416,4877.74,4709.137,4539.365,4370.874,4205.875,4045.201,3885.955,3726.937,3584.144,3464.68,3361.334,3259.379,3161.269,3062.973,2960.839,2856.629,2756.242,2659.076,2559.258,2454.633,2347.435,2241.288,2134.56,2033.011,1939.596,1851.09,1762.777,1677.356,1584.21,1478.146,1365.065,1255.828,1147.986,1049.217,964.343,889.776,816.564,745.864,680.631,621.231,566.548,515.446,468.567,421.323,371.442,321.021,274.439,230.835,191.378,157.097,127.325,96.7,72.318,57.646,43.456,29.366,19.57,15.153,12.026,8.553,4.725,2.343,3.2
UNFPA: Asia and the Pacific (AP),64261.748,64243.822,64255.125,64289.689,64228.99,64377.976,64509.861,64620.444,64705.564,64778.281,64851.676,64835.274,64690.378,64464.575,64245.088,64015.594,63832.642,63733.619,63695.141,63678.036,63716.001,63718.963,63646.551,63561.604,63441.416,63139.463,63393.899,64521.203,66100.576,67516.905,69039.748,69450.64,68127.685,65689.01,63403.577,61052.307,58975.265,57480.96,56411.94,55218.882,53911.618,53173.706,53258.647,53858.507,54394.738,54962.484,55259.514,55069.983,54509.246,53960.404,53409.144,52426.877,50858.412,48893.745,46899.896,44829.628,42816.402,40972.38,39259.121,37458.716,35533.935,33982.374,33004.096,32353.503,31655.881,31071.312,29930.219,27888.712,25294.293,22827.921,20340.897,18172.742,16557.143,15320.927,14044.981,12798.372,11661.368,10627.264,9680.048,8815.464,8040.405,7257.843,6420.834,5569.072,4788.978,4063.036,3405.143,2830.814,2329.381,1821.261,1411.815,1150.73,891.16,628.72,447.188,357.931,288.933,213.682,132.181,80.41,154.852
UNFPA: East and Southern Africa (ESA),19031.45,18719.534,18400.346,18074.109,17750.831,17412.417,17067.919,16717.271,16360.413,16000.022,15638.777,15262.937,14866.984,14459.058,14052.904,13645.868,13250.882,12875.829,12515.577,12157.364,11804.007,11457.429,11117.38,10784.403,10457.878,10136.243,9827.707,9535.749,9255.724,8979.081,8707.017,8434.894,8159.372,7881.962,7609.978,7344.87,7070.976,6782.179,6486.598,6197.292,5910.197,5643.092,5405.709,5189.537,4977.128,4772.903,4569.376,4361.374,4153.63,3955.058,3762.685,3584.092,3423.54,3276.536,3133.874,2996.879,2863.529,2731.737,2602.181,2477.737,2357.95,2239.157,2119.853,2001.207,1885.926,1773.493,1663.894,1557.408,1453.873,1353.037,1255.125,1159.581,1066.167,975.297,887.892,804.098,723.35,645.569,571.264,500.893,434.241,373.334,319.179,270.931,226.497,186.036,150.374,119.612,93.322,67.514,48.461,37.377,27.153,17.453,10.678,7.804,6.091,4.211,2.139,0.903,1.046
